ID_Trabajador,Edad,Ingreso_Mensual,Estado,Delegacion,Visitas_Promotor,Fecha_Ultimo_Contacto,Interes,Prob_Traspaso
EMP_0657,31,21202.04,Nuevo León,Metropolitana,3,2024-11-15,Bajo,0.55
EMP_0658,51,50493.8,Baja California Sur,Centro,1,2024-11-27,Bajo,0.2
EMP_0659,26,71385.84,Hidalgo,Centro,2,2024-09-18,Bajo,0.45
EMP_0660,54,51443.04,Hidalgo,Sur,2,2024-12-10,Medio,0.01
EMP_0661,22,32905.55,Chihuahua,Centro,1,2024-08-23,Bajo,0.6
EMP_0662,39,19629.44,México,Norte,6,2025-02-12,Medio,0.2
EMP_0663,53,19933.66,Guerrero,Metropolitana,2,2024-06-11,Bajo,0.3
EMP_0664,32,21335.82,Guerrero,Sur,7,2024-07-22,Medio,0.05
EMP_0665,42,36137.58,San Luis Potosí,Oeste,8,2024-12-01,Medio,0.01
EMP_0666,47,38000.71,Coahuila,Metropolitana,2,2024-05-31,Medio,0.05
EMP_0667,46,51399.18,Puebla,Sur,2,2024-12-22,Alto,0.01
EMP_0668,43,17704.75,Nuevo León,Este,6,2024-10-05,Bajo,0.45
EMP_0669,48,61358.2,Nuevo León,Oeste,3,2024-10-09,Bajo,0.4
EMP_0670,34,47942.73,Querétaro,Este,1,2024-05-30,Bajo,0.3
EMP_0671,54,31865.06,Nayarit,Metropolitana,3,2025-01-15,Bajo,0.35
EMP_0672,55,22563.65,Tlaxcala,Oeste,0,2024-10-09,Medio,0.3
EMP_0673,62,59853.56,Querétaro,Centro,6,2024-06-11,Bajo,0.1
EMP_0674,56,32207.75,Nayarit,Sur,2,2024-12-03,Medio,0.1
EMP_0675,22,36025.87,Tabasco,Metropolitana,1,2024-04-19,Bajo,0.45
EMP_0676,42,42338.19,Oaxaca,Norte,3,2024-12-12,Alto,0.01
EMP_0677,27,25203.05,Guanajuato,Oeste,3,2025-02-25,Alto,0.15
EMP_0678,49,32439.36,Coahuila,Oeste,5,2024-06-30,Bajo,0.45
EMP_0679,38,51334.93,Chiapas,Metropolitana,1,2024-10-17,Bajo,0.25
EMP_0680,26,49297.98,Tlaxcala,Metropolitana,2,2024-10-16,Alto,0.01
EMP_0681,52,49476.0,San Luis Potosí,Este,3,2025-01-05,Alto,0.01
EMP_0682,26,22877.93,Yucatán,Centro,6,2024-05-19,Bajo,0.5
EMP_0683,59,33036.49,Oaxaca,Este,2,2025-03-11,Bajo,0.3
EMP_0684,24,30990.7,Michoacán,Este,3,2025-02-03,Alto,0.15
EMP_0685,44,43048.02,Baja California,Centro,4,2024-10-25,Medio,0.05
EMP_0686,58,41533.82,Querétaro,Norte,5,2024-07-16,Bajo,0.2
EMP_0687,58,38644.93,Oaxaca,Este,1,2025-02-14,Medio,0.01
EMP_0688,31,97371.96,Zacatecas,Este,4,2024-10-15,Alto,0.01
EMP_0689,31,32327.63,Colima,Oeste,4,2025-03-26,Alto,0.01
EMP_0690,40,30849.34,Nayarit,Centro,1,2024-08-31,Medio,0.2
EMP_0691,38,22863.57,Querétaro,Sur,6,2025-01-09,Medio,0.1
EMP_0692,42,19630.92,Puebla,Norte,5,2024-06-21,Bajo,0.45
EMP_0693,35,22289.55,Nuevo León,Norte,5,2025-01-23,Alto,0.1
EMP_0694,30,27242.33,Sonora,Centro,6,2024-10-21,Bajo,0.35
EMP_0695,22,61330.3,Coahuila,Metropolitana,3,2024-09-04,Alto,0.01
EMP_0696,34,36888.88,San Luis Potosí,Metropolitana,1,2025-01-01,Bajo,0.3
EMP_0697,25,39235.31,Puebla,Oeste,1,2025-02-19,Alto,0.01
EMP_0698,22,34943.6,Tlaxcala,Oeste,6,2024-10-13,Bajo,0.5
EMP_0699,61,42029.22,Tamaulipas,Centro,2,2024-04-28,Medio,0.01
EMP_0700,53,63629.27,Guanajuato,Oeste,4,2024-05-31,Bajo,0.2
EMP_0701,55,16357.27,Durango,Norte,3,2024-04-24,Medio,0.1
EMP_0702,49,59120.61,Zacatecas,Norte,7,2024-04-30,Alto,0.01
EMP_0703,52,13279.6,Nayarit,Sur,2,2024-05-28,Medio,0.2
EMP_0704,29,36727.5,Veracruz,Metropolitana,4,2025-02-05,Medio,0.2
EMP_0705,60,87270.08,Chihuahua,Centro,0,2025-03-17,Bajo,0.4
EMP_0706,47,47679.8,Puebla,Este,1,2024-07-14,Alto,0.01
EMP_0707,55,42159.85,Tabasco,Metropolitana,2,2024-07-06,Medio,0.01
EMP_0708,24,80884.57,Yucatán,Este,7,2024-04-19,Medio,0.1
EMP_0709,33,27413.06,Guerrero,Sur,5,2024-06-07,Medio,0.15
EMP_0710,22,43199.62,San Luis Potosí,Sur,3,2024-12-16,Medio,0.2
EMP_0711,26,45763.72,Nayarit,Oeste,7,2024-12-01,Bajo,0.35
EMP_0712,51,29467.38,Baja California,Sur,2,2024-12-06,Medio,0.1
EMP_0713,51,30526.67,Quintana Roo,Sur,3,2025-04-06,Medio,0.1
EMP_0714,38,29216.48,Quintana Roo,Este,1,2025-02-22,Alto,0.01
EMP_0715,44,37606.27,Veracruz,Oeste,3,2024-05-08,Alto,0.01
EMP_0716,36,45192.06,Morelos,Sur,3,2024-07-07,Bajo,0.3
EMP_0717,58,38150.42,Colima,Metropolitana,4,2024-10-21,Bajo,0.2
EMP_0718,42,48232.33,Baja California,Sur,3,2024-10-13,Bajo,0.3
EMP_0719,35,16520.23,Jalisco,Oeste,4,2024-10-04,Bajo,0.55
EMP_0720,23,33279.59,Guanajuato,Centro,2,2024-08-08,Medio,0.35
EMP_0721,32,24116.04,Sinaloa,Oeste,4,2024-08-22,Alto,0.01
EMP_0722,60,40973.84,Guerrero,Este,6,2025-01-21,Bajo,0.05
EMP_0723,59,40731.91,Yucatán,Centro,3,2025-01-11,Bajo,0.2
EMP_0724,55,34674.2,Yucatán,Metropolitana,4,2024-06-06,Alto,0.01
EMP_0725,59,44538.6,Puebla,Norte,1,2024-07-20,Alto,0.01
EMP_0726,55,54128.98,Veracruz,Oeste,6,2024-12-15,Medio,0.01
EMP_0727,39,35446.93,Sinaloa,Este,4,2025-02-02,Medio,0.05
EMP_0728,51,23844.81,Nayarit,Metropolitana,2,2025-03-28,Medio,0.1
EMP_0729,36,19292.99,Chihuahua,Centro,0,2024-08-04,Bajo,0.65
EMP_0730,48,36843.85,Michoacán,Metropolitana,2,2024-12-13,Bajo,0.3
EMP_0731,55,40004.48,Nuevo León,Oeste,4,2025-04-04,Bajo,0.3
EMP_0732,59,24641.58,Tamaulipas,Sur,3,2024-07-01,Bajo,0.35
EMP_0733,54,48547.92,Michoacán,Oeste,4,2024-06-02,Alto,0.01
EMP_0734,45,30224.78,Tlaxcala,Norte,4,2024-05-23,Medio,0.2
EMP_0735,36,18721.48,Querétaro,Oeste,6,2024-07-15,Bajo,0.35
EMP_0736,51,60028.49,Chiapas,Centro,3,2024-06-12,Bajo,0.15
EMP_0737,63,57388.27,Zacatecas,Centro,2,2024-06-25,Bajo,0.2
EMP_0738,38,16216.11,Nayarit,Oeste,5,2024-09-16,Medio,0.2
EMP_0739,26,28997.35,Jalisco,Centro,5,2024-09-08,Alto,0.25
EMP_0740,50,28548.7,Querétaro,Sur,4,2024-08-16,Bajo,0.45
EMP_0741,25,69968.15,Campeche,Metropolitana,2,2024-09-26,Bajo,0.45
EMP_0742,31,34901.42,Puebla,Oeste,1,2024-09-10,Medio,0.2
EMP_0743,38,19963.26,Morelos,Sur,5,2024-09-21,Medio,0.2
EMP_0744,31,51680.82,Jalisco,Metropolitana,6,2024-09-10,Bajo,0.3
EMP_0745,38,22196.5,Yucatán,Metropolitana,1,2025-01-24,Medio,0.2
EMP_0746,41,32723.99,Nayarit,Sur,6,2024-07-21,Medio,0.1
EMP_0747,45,26691.29,Coahuila,Este,3,2025-03-10,Bajo,0.45
EMP_0748,26,29022.25,Michoacán,Oeste,4,2024-06-29,Bajo,0.6
EMP_0749,55,52833.63,Veracruz,Metropolitana,3,2025-03-27,Bajo,0.2
EMP_0750,27,66738.15,Chihuahua,Metropolitana,3,2024-10-31,Alto,0.01
EMP_0751,23,21812.81,Coahuila,Centro,4,2025-04-01,Alto,0.15
EMP_0752,34,46650.11,Aguascalientes,Metropolitana,1,2024-09-24,Alto,0.01
EMP_0753,64,27089.42,Aguascalientes,Sur,5,2024-08-28,Medio,0.1
EMP_0754,64,27428.32,Tabasco,Metropolitana,2,2024-05-03,Medio,0.1
EMP_0755,32,44190.03,San Luis Potosí,Este,4,2025-04-13,Medio,0.05
EMP_0756,44,24072.83,Hidalgo,Oeste,5,2024-05-30,Alto,0.01
EMP_0757,37,43837.33,Quintana Roo,Oeste,3,2024-09-09,Bajo,0.3
EMP_0758,52,48632.4,Jalisco,Metropolitana,3,2025-03-11,Medio,0.05
EMP_0759,32,30545.94,Yucatán,Norte,4,2024-04-20,Medio,0.2
EMP_0760,37,61748.89,Yucatán,Norte,2,2024-07-22,Medio,0.05
EMP_0761,29,21826.28,Jalisco,Sur,4,2024-12-07,Bajo,0.7
EMP_0762,25,62203.25,Tamaulipas,Norte,0,2024-09-14,Medio,0.4
EMP_0763,61,16687.33,Sinaloa,Sur,0,2024-07-25,Medio,0.3
EMP_0764,25,106925.29,Guanajuato,Centro,4,2024-06-06,Bajo,0.45
EMP_0765,46,30869.35,Colima,Sur,2,2025-01-24,Medio,0.2
EMP_0766,24,22812.8,Michoacán,Norte,2,2024-10-31,Bajo,0.6
EMP_0767,53,33088.17,Sonora,Metropolitana,1,2024-08-05,Alto,0.01
EMP_0768,24,23894.63,Yucatán,Centro,2,2025-04-02,Medio,0.35
EMP_0769,48,42395.02,Sinaloa,Norte,5,2024-06-14,Medio,0.05
EMP_0770,50,62759.36,Tamaulipas,Sur,2,2024-09-14,Bajo,0.3
EMP_0771,53,24406.81,Oaxaca,Este,3,2024-07-06,Bajo,0.3
EMP_0772,40,45787.19,Tabasco,Oeste,0,2024-12-23,Medio,0.25
EMP_0773,42,19671.1,Sonora,Norte,2,2024-09-15,Bajo,0.45
EMP_0774,26,54895.24,Hidalgo,Sur,3,2024-08-18,Medio,0.2
EMP_0775,39,42894.31,Nuevo León,Centro,4,2024-07-20,Bajo,0.4
EMP_0776,49,55852.71,Sonora,Norte,6,2024-06-20,Alto,0.01
EMP_0777,63,34581.05,Baja California,Norte,4,2024-06-01,Medio,0.1
EMP_0778,43,30513.89,Tabasco,Oeste,3,2025-02-15,Bajo,0.45
EMP_0779,42,50334.55,Chihuahua,Sur,2,2025-03-11,Medio,0.05
EMP_0780,27,21520.92,Morelos,Este,5,2024-07-25,Alto,0.15
EMP_0781,22,18085.58,Tabasco,Centro,3,2025-03-10,Medio,0.35
EMP_0782,26,36243.5,Colima,Sur,3,2024-07-17,Bajo,0.45
EMP_0783,62,31075.08,Colima,Centro,2,2024-08-30,Medio,0.1
EMP_0784,33,45321.34,Jalisco,Norte,3,2025-03-20,Bajo,0.4
EMP_0785,47,56197.11,Tlaxcala,Oeste,6,2024-08-23,Bajo,0.2
EMP_0786,55,44945.49,Aguascalientes,Oeste,1,2025-02-14,Bajo,0.2
EMP_0787,35,54434.93,Tlaxcala,Metropolitana,2,2024-08-06,Medio,0.05
EMP_0788,47,41291.87,Chiapas,Este,2,2024-05-14,Bajo,0.25
EMP_0789,48,44260.07,Zacatecas,Oeste,2,2025-01-18,Alto,0.01
EMP_0790,30,34659.85,Yucatán,Norte,7,2024-08-06,Bajo,0.35
EMP_0791,47,43740.0,Morelos,Este,1,2024-10-16,Bajo,0.3
EMP_0792,43,38818.85,Morelos,Sur,3,2024-09-19,Bajo,0.3
EMP_0793,51,41360.05,Michoacán,Oeste,8,2024-05-05,Bajo,0.1
EMP_0794,64,33972.63,Puebla,Este,1,2024-11-16,Medio,0.1
EMP_0795,38,50190.03,Baja California Sur,Norte,2,2025-02-02,Bajo,0.3
EMP_0796,47,27332.15,Baja California,Metropolitana,4,2024-12-14,Bajo,0.45
EMP_0797,57,36049.94,Baja California,Centro,1,2024-08-04,Bajo,0.2
EMP_0798,22,61372.28,México,Centro,4,2025-01-11,Bajo,0.55
EMP_0799,29,24847.47,Durango,Norte,4,2024-08-01,Bajo,0.6
EMP_0800,56,15294.7,Puebla,Norte,4,2024-08-03,Medio,0.1
EMP_0801,36,42048.66,Zacatecas,Centro,2,2024-04-27,Medio,0.05
EMP_0802,43,32768.34,Hidalgo,Metropolitana,5,2024-06-30,Medio,0.2
EMP_0803,35,54412.27,Nuevo León,Este,3,2024-06-09,Medio,0.15
EMP_0804,47,34468.25,Jalisco,Centro,3,2025-02-14,Medio,0.3
EMP_0805,49,28517.25,Tamaulipas,Norte,3,2025-02-04,Alto,0.01
EMP_0806,44,35230.7,Tlaxcala,Oeste,2,2025-01-18,Bajo,0.3
EMP_0807,35,56231.22,Tlaxcala,Sur,3,2024-07-14,Bajo,0.3
EMP_0808,45,45713.45,Zacatecas,Metropolitana,0,2024-08-30,Bajo,0.5
EMP_0809,23,13717.66,Aguascalientes,Metropolitana,1,2025-01-23,Bajo,0.7
EMP_0810,47,39116.79,Tamaulipas,Oeste,1,2024-12-21,Bajo,0.3
EMP_0811,35,39906.91,Sinaloa,Oeste,3,2024-10-12,Medio,0.05
EMP_0812,28,36051.37,Colima,Norte,5,2024-07-08,Bajo,0.45
EMP_0813,24,28442.62,Yucatán,Centro,1,2024-05-27,Alto,0.15
EMP_0814,44,58560.33,Chiapas,Este,7,2024-05-31,Bajo,0.15
EMP_0815,64,59731.43,Quintana Roo,Metropolitana,3,2025-02-19,Bajo,0.2
EMP_0816,39,15044.02,Coahuila,Metropolitana,2,2024-09-29,Alto,0.01
EMP_0817,59,26392.0,México,Oeste,6,2024-06-25,Alto,0.01
EMP_0818,56,34272.81,San Luis Potosí,Centro,5,2024-06-25,Bajo,0.35
EMP_0819,36,53071.92,Nuevo León,Metropolitana,4,2024-06-27,Medio,0.15
EMP_0820,46,36825.33,México,Este,3,2024-10-16,Alto,0.01
EMP_0821,58,27627.38,Guerrero,Oeste,1,2024-09-04,Bajo,0.3
EMP_0822,49,48233.71,Tamaulipas,Este,4,2024-07-14,Bajo,0.3
EMP_0823,31,33371.77,Chiapas,Centro,1,2024-08-13,Alto,0.01
EMP_0824,60,34649.54,México,Metropolitana,1,2024-11-11,Medio,0.2
EMP_0825,38,35923.13,Veracruz,Sur,5,2024-06-14,Bajo,0.3
EMP_0826,60,45694.05,Tamaulipas,Metropolitana,2,2024-07-15,Medio,0.01
EMP_0827,43,32099.0,Jalisco,Centro,4,2024-11-30,Bajo,0.55
EMP_0828,47,47799.89,Sinaloa,Metropolitana,6,2024-06-05,Alto,0.01
EMP_0829,46,35269.45,Tabasco,Metropolitana,3,2025-04-06,Bajo,0.3
EMP_0830,38,23699.12,Tlaxcala,Norte,1,2024-12-07,Alto,0.01
EMP_0831,34,35785.19,Nayarit,Metropolitana,3,2025-02-17,Medio,0.05
EMP_0832,41,24195.32,Coahuila,Metropolitana,2,2024-12-09,Bajo,0.45
EMP_0833,46,36915.79,Colima,Este,4,2024-11-06,Bajo,0.3
EMP_0834,25,50604.19,Guanajuato,Sur,2,2025-02-14,Medio,0.2
EMP_0835,31,23636.52,Oaxaca,Este,5,2025-02-15,Alto,0.01
EMP_0836,24,42011.95,Baja California,Este,3,2024-11-25,Bajo,0.45
EMP_0837,62,26065.95,Puebla,Oeste,4,2024-10-20,Bajo,0.35
EMP_0838,39,39366.88,Hidalgo,Norte,3,2024-12-27,Medio,0.05
EMP_0839,57,51230.06,Guanajuato,Este,3,2024-09-15,Medio,0.01
EMP_0840,43,15493.79,Tlaxcala,Centro,0,2025-01-30,Bajo,0.65
EMP_0841,55,23253.47,Michoacán,Centro,3,2024-10-29,Medio,0.1
EMP_0842,29,31332.41,Baja California Sur,Metropolitana,0,2024-04-22,Medio,0.55
EMP_0843,61,41192.69,Tabasco,Oeste,3,2024-06-14,Bajo,0.2
EMP_0844,40,33977.26,Baja California,Norte,5,2024-08-24,Bajo,0.45
EMP_0845,63,35655.11,San Luis Potosí,Norte,2,2024-05-22,Bajo,0.2
EMP_0846,62,82223.28,Sinaloa,Metropolitana,0,2024-10-14,Medio,0.15
EMP_0847,58,22359.74,Guerrero,Centro,5,2024-12-13,Medio,0.05
EMP_0848,27,57193.41,Tabasco,Sur,3,2024-05-15,Medio,0.2
EMP_0849,47,31571.46,Morelos,Oeste,2,2024-09-23,Bajo,0.45
EMP_0850,55,45242.4,Michoacán,Metropolitana,3,2025-03-16,Bajo,0.2
EMP_0851,27,85099.69,Baja California,Oeste,2,2024-09-24,Alto,0.01
EMP_0852,58,47833.01,Durango,Centro,3,2025-01-11,Bajo,0.2
EMP_0853,54,42150.35,Veracruz,Centro,4,2024-05-20,Medio,0.01
EMP_0854,43,68847.48,Jalisco,Sur,1,2024-04-23,Medio,0.15
EMP_0855,42,56949.46,Nayarit,Sur,3,2024-10-20,Bajo,0.3
EMP_0856,27,26376.86,Nayarit,Norte,2,2024-05-19,Bajo,0.6
EMP_0857,27,40856.04,Oaxaca,Oeste,2,2024-09-15,Bajo,0.4
EMP_0858,25,18269.75,Baja California,Oeste,0,2024-10-12,Bajo,0.8
EMP_0859,51,29258.89,Hidalgo,Centro,3,2025-01-09,Medio,0.1
EMP_0860,32,41176.43,San Luis Potosí,Norte,3,2024-07-15,Bajo,0.3
EMP_0861,51,28542.74,Coahuila,Metropolitana,2,2024-11-28,Bajo,0.35
EMP_0862,52,40511.72,Coahuila,Oeste,1,2024-08-20,Medio,0.01
EMP_0863,45,36121.59,Aguascalientes,Norte,3,2024-04-26,Bajo,0.3
EMP_0864,30,45006.7,México,Norte,4,2024-07-23,Medio,0.15
EMP_0865,24,30647.93,Tlaxcala,Centro,4,2024-11-30,Bajo,0.6
EMP_0866,52,24932.82,Baja California,Norte,5,2024-11-21,Bajo,0.35
EMP_0867,61,65594.74,Chihuahua,Sur,5,2025-03-26,Bajo,0.2
EMP_0868,58,29783.84,Guanajuato,Sur,2,2024-08-26,Bajo,0.35
EMP_0869,57,47287.64,San Luis Potosí,Este,3,2024-12-01,Alto,0.01
EMP_0870,45,64479.25,Puebla,Centro,3,2024-12-21,Medio,0.05
EMP_0871,52,38757.05,Jalisco,Metropolitana,2,2024-11-26,Bajo,0.3
EMP_0872,27,25783.17,Sinaloa,Este,2,2024-12-10,Bajo,0.6
EMP_0873,23,33811.49,Oaxaca,Sur,4,2024-09-22,Bajo,0.55
EMP_0874,41,54557.82,Tlaxcala,Este,1,2025-02-12,Bajo,0.3
EMP_0875,49,39438.55,Tabasco,Centro,6,2024-08-07,Bajo,0.2
EMP_0876,32,22425.26,Colima,Centro,1,2024-06-20,Medio,0.2
EMP_0877,25,46104.12,Durango,Norte,4,2025-04-01,Alto,0.01
EMP_0878,36,49405.28,Campeche,Oeste,2,2024-08-02,Bajo,0.3
EMP_0879,27,31504.17,Guerrero,Norte,4,2025-01-19,Medio,0.3
EMP_0880,51,46355.62,Zacatecas,Centro,3,2025-03-25,Alto,0.01
EMP_0881,59,40054.95,Jalisco,Sur,5,2025-02-23,Bajo,0.3
EMP_0882,23,33557.92,Coahuila,Metropolitana,5,2024-11-01,Alto,0.15
EMP_0883,36,21646.21,Sinaloa,Sur,1,2025-01-12,Medio,0.2
EMP_0884,32,55892.28,Nayarit,Norte,4,2025-01-16,Bajo,0.3
EMP_0885,29,49201.75,Chiapas,Metropolitana,2,2025-02-04,Alto,0.01
EMP_0886,47,45869.45,Hidalgo,Centro,3,2025-03-08,Bajo,0.3
EMP_0887,26,67360.25,Jalisco,Sur,1,2024-08-04,Bajo,0.55
EMP_0888,27,53001.61,Sinaloa,Centro,4,2024-08-05,Medio,0.2
EMP_0889,47,47792.61,Aguascalientes,Metropolitana,3,2024-11-25,Bajo,0.3
EMP_0890,25,14983.56,Durango,Metropolitana,4,2024-04-24,Bajo,0.7
EMP_0891,40,58615.71,Nayarit,Sur,4,2024-10-28,Bajo,0.3
EMP_0892,41,37542.62,Durango,Centro,4,2025-02-19,Medio,0.05
EMP_0893,54,41150.72,Puebla,Este,3,2024-10-18,Medio,0.01
EMP_0894,41,41263.49,Michoacán,Centro,1,2024-06-21,Medio,0.05
EMP_0895,33,49490.36,Hidalgo,Metropolitana,5,2024-06-17,Alto,0.01
EMP_0896,22,56889.72,Yucatán,Centro,5,2024-04-20,Bajo,0.45
EMP_0897,47,46802.71,Puebla,Norte,4,2024-12-29,Bajo,0.3
EMP_0898,35,43919.52,Chiapas,Este,5,2024-11-28,Medio,0.01
EMP_0899,59,39839.14,Nuevo León,Oeste,3,2024-10-06,Medio,0.05
EMP_0900,58,9502.93,Sonora,Norte,2,2024-12-07,Bajo,0.45
EMP_0901,32,32369.23,Quintana Roo,Oeste,5,2024-05-07,Bajo,0.45
EMP_0902,57,24918.46,Chihuahua,Sur,6,2025-02-26,Alto,0.01
EMP_0903,34,58941.21,Zacatecas,Oeste,3,2025-04-09,Alto,0.01
EMP_0904,64,46518.94,México,Centro,0,2024-07-31,Medio,0.25
EMP_0905,24,30234.69,Chiapas,Oeste,3,2024-06-18,Bajo,0.55
EMP_0906,54,31473.88,Chihuahua,Metropolitana,1,2024-11-15,Alto,0.01
EMP_0907,27,31020.62,Campeche,Norte,0,2024-06-24,Alto,0.35
EMP_0908,31,30799.99,Sonora,Norte,1,2024-08-14,Medio,0.2
EMP_0909,26,20377.3,Campeche,Oeste,4,2024-07-13,Alto,0.15
EMP_0910,44,18685.22,Campeche,Norte,2,2024-09-18,Alto,0.01
EMP_0911,31,36739.9,Tamaulipas,Metropolitana,8,2024-12-20,Alto,0.01
EMP_0912,23,55833.3,Guerrero,Norte,7,2024-10-01,Alto,0.01
EMP_0913,34,29287.74,Aguascalientes,Oeste,3,2024-05-06,Medio,0.2
EMP_0914,61,41002.07,Baja California,Este,3,2024-10-26,Medio,0.01
EMP_0915,23,48713.15,Chiapas,Este,3,2025-01-22,Bajo,0.4
EMP_0916,41,24407.57,Coahuila,Sur,0,2024-11-11,Medio,0.4
EMP_0917,22,36026.49,Querétaro,Norte,3,2024-11-24,Medio,0.2
EMP_0918,58,27816.7,Chiapas,Oeste,3,2024-06-04,Alto,0.01
EMP_0919,30,69040.45,Campeche,Norte,4,2024-11-19,Bajo,0.3
EMP_0920,38,67845.19,Sinaloa,Centro,1,2024-05-26,Medio,0.05
EMP_0921,30,24417.68,Querétaro,Metropolitana,3,2024-12-13,Bajo,0.45
EMP_0922,32,42376.69,México,Norte,4,2024-08-05,Medio,0.15
EMP_0923,36,55661.26,Nuevo León,Norte,4,2024-05-06,Medio,0.15
EMP_0924,45,50987.3,Guanajuato,Este,2,2024-06-07,Bajo,0.3
EMP_0925,59,37519.84,Michoacán,Metropolitana,5,2025-01-15,Medio,0.01
EMP_0926,56,61244.11,Morelos,Oeste,2,2025-02-15,Bajo,0.2
EMP_0927,51,25290.75,Jalisco,Norte,4,2025-02-10,Bajo,0.45
EMP_0928,52,32169.14,Veracruz,Este,3,2024-05-02,Medio,0.1
EMP_0929,26,25564.07,Aguascalientes,Sur,3,2024-06-10,Bajo,0.6
EMP_0930,35,49662.1,Sonora,Metropolitana,2,2024-07-08,Bajo,0.3
EMP_0931,32,28765.88,Campeche,Este,2,2025-02-01,Bajo,0.45
EMP_0932,30,33911.19,Sonora,Este,1,2025-04-05,Bajo,0.45
EMP_0933,55,46493.52,Puebla,Este,3,2025-01-10,Medio,0.01
EMP_0934,33,48016.5,Tamaulipas,Norte,5,2024-05-10,Bajo,0.3
EMP_0935,56,25264.35,Campeche,Norte,1,2024-05-13,Alto,0.01
EMP_0936,56,55418.13,Nuevo León,Sur,2,2024-11-13,Bajo,0.3
EMP_0937,22,43576.61,Morelos,Centro,3,2024-04-23,Bajo,0.45
EMP_0938,61,23560.31,Quintana Roo,Centro,2,2025-03-05,Bajo,0.35
EMP_0939,43,21352.28,Nayarit,Centro,3,2024-04-20,Medio,0.2
EMP_0940,50,36086.43,Nayarit,Metropolitana,4,2025-02-11,Medio,0.05
EMP_0941,29,51023.3,México,Metropolitana,1,2024-08-03,Alto,0.1
EMP_0942,32,51548.91,Guanajuato,Sur,1,2025-02-04,Medio,0.05
EMP_0943,62,41875.94,Michoacán,Metropolitana,3,2024-08-12,Bajo,0.2
EMP_0944,58,37029.49,Campeche,Centro,3,2024-10-26,Medio,0.01
EMP_0945,35,44564.6,Yucatán,Centro,3,2024-10-18,Alto,0.01
EMP_0946,51,25793.24,San Luis Potosí,Este,2,2024-10-07,Bajo,0.35
EMP_0947,56,71310.24,Yucatán,Metropolitana,1,2024-07-28,Bajo,0.2
EMP_0948,42,70938.98,Colima,Norte,3,2025-02-01,Medio,0.05
EMP_0949,58,43110.63,Tlaxcala,Norte,5,2025-03-28,Bajo,0.2
EMP_0950,26,39297.66,Tabasco,Este,0,2024-05-08,Alto,0.2
EMP_0951,40,30804.98,Querétaro,Este,8,2025-02-16,Bajo,0.35
EMP_0952,35,44868.87,Puebla,Este,4,2024-09-08,Bajo,0.3
EMP_0953,47,27542.16,Guanajuato,Norte,1,2024-12-28,Alto,0.01
EMP_0954,25,14921.45,Tabasco,Centro,6,2024-06-14,Alto,0.15
EMP_0955,46,12263.19,Morelos,Este,0,2024-10-23,Bajo,0.75
EMP_0956,63,26375.76,Baja California Sur,Sur,7,2024-09-07,Alto,0.01
EMP_0957,46,38659.63,Guanajuato,Este,1,2024-08-10,Bajo,0.3
EMP_0958,39,41472.62,Veracruz,Oeste,3,2024-09-08,Bajo,0.3
EMP_0959,61,29890.54,Tamaulipas,Este,1,2025-03-14,Alto,0.01
EMP_0960,29,38435.4,Zacatecas,Norte,1,2025-02-26,Medio,0.2
EMP_0961,60,32542.71,Puebla,Metropolitana,2,2024-12-01,Bajo,0.35
EMP_0962,61,24349.7,Colima,Este,8,2024-12-27,Bajo,0.25
EMP_0963,35,35543.13,Chihuahua,Metropolitana,2,2025-02-01,Medio,0.05
EMP_0964,53,50270.96,Chihuahua,Oeste,6,2024-05-22,Bajo,0.1
EMP_0965,59,24794.45,Aguascalientes,Sur,3,2024-12-27,Medio,0.1
EMP_0966,54,24798.99,Jalisco,Metropolitana,3,2024-06-09,Medio,0.2
EMP_0967,44,23677.96,Chihuahua,Centro,5,2024-07-16,Bajo,0.45
EMP_0968,36,16737.26,Jalisco,Este,8,2024-10-25,Medio,0.2
EMP_0969,54,29969.01,Veracruz,Oeste,3,2024-12-19,Alto,0.01
EMP_0970,46,48321.62,México,Oeste,2,2024-05-20,Bajo,0.4
EMP_0971,38,38931.79,Tlaxcala,Metropolitana,2,2025-01-30,Bajo,0.3
EMP_0972,54,33938.31,Oaxaca,Sur,3,2024-08-01,Bajo,0.3
EMP_0973,23,38239.56,Colima,Norte,6,2025-01-23,Medio,0.1
EMP_0974,35,29863.95,Hidalgo,Este,3,2024-07-20,Alto,0.01
EMP_0975,61,16661.32,Baja California Sur,Oeste,4,2024-12-07,Bajo,0.35
EMP_0976,61,49686.45,Guerrero,Sur,4,2024-05-23,Bajo,0.15
EMP_0977,60,55739.81,Quintana Roo,Centro,3,2024-08-22,Bajo,0.2
EMP_0978,27,27139.28,Baja California Sur,Oeste,4,2025-03-04,Medio,0.35
EMP_0979,27,34189.22,Coahuila,Sur,5,2024-10-15,Bajo,0.6
EMP_0980,24,33030.95,Hidalgo,Norte,6,2024-11-08,Alto,0.05
EMP_0981,28,41794.31,Zacatecas,Norte,3,2025-02-14,Bajo,0.45
EMP_0982,29,71393.16,Sonora,Oeste,4,2024-05-04,Medio,0.2
EMP_0983,63,57752.19,San Luis Potosí,Oeste,6,2024-08-08,Medio,0.01
EMP_0984,36,31233.12,Campeche,Metropolitana,2,2024-10-04,Medio,0.2
EMP_0985,50,45115.7,Sonora,Este,8,2025-03-21,Bajo,0.2
